Geneid	Chr	Start	End	Strand	Length	unmapped_Ac/bam/sorted/VG1_S1
PFLU_1208	NC_012660.1	1336240	1338099	-	1860	55
PFLU_1209	NC_012660.1	1338203	1339624	-	1422	37
PFLU_1210	NC_012660.1	1339735	1340541	-	807	35
PFLU_1211	NC_012660.1	1340534	1341460	-	927	16
PFLU_1212	NC_012660.1	1341465	1342496	-	1032	21
PFLU_1213	NC_012660.1	1342638	1343786	-	1149	91
PFLU_1214	NC_012660.1	1343863	1345317	-	1455	45
PFLU_1215	NC_012660.1	1345453	1346361	-	909	9
PFLU_1216	NC_012660.1	1346530	1347237	+	708	46
PFLU_1217	NC_012660.1	1347289	1351860	-	4572	96
PFLU_1219	NC_012660.1	1352270	1353889	+	1620	246
PFLU_1220	NC_012660.1	1353892	1354401	+	510	46
PFLU_1221	NC_012660.1	1354401	1355657	+	1257	51
PFLU_1222	NC_012660.1	1355657	1356352	+	696	33
PFLU_1223	NC_012660.1	1356352	1358616	+	2265	153
PFLU_1224	NC_012660.1	1358616	1359623	+	1008	230
PFLU_1225	NC_012660.1	1359676	1360674	+	999	98
PFLU_1228	NC_012660.1	1362578	1364077	+	1500	340
PFLU_1229	NC_012660.1	1364199	1364900	+	702	16
PFLU_1230	NC_012660.1	1364920	1365465	+	546	45
PFLU_1231	NC_012660.1	1365490	1366764	+	1275	79
PFLU_1232	NC_012660.1	1366771	1367697	+	927	69
PFLU_1233	NC_012660.1	1367715	1368020	+	306	77
PFLU_1234	NC_012660.1	1368327	1368506	-	180	10
PFLU_1235	NC_012660.1	1368719	1368910	+	192	4
PFLU_1236	NC_012660.1	1368946	1369728	-	783	2174
PFLU_1237	NC_012660.1	1369787	1370230	-	444	2515
PFLU_1238	NC_012660.1	1370486	1370827	-	342	459
PFLU_1239	NC_012660.1	1371012	1373636	+	2625	382
PFLU_1240	NC_012660.1	1373920	1374564	+	645	161
PFLU_1241	NC_012660.1	1374657	1375337	+	681	51
PFLU_1243	NC_012660.1	1375541	1375828	+	288	189
PFLU_1244	NC_012660.1	1375831	1376688	+	858	43
PFLU_1245	NC_012660.1	1376719	1377543	+	825	49
PFLU_1246	NC_012660.1	1377550	1378245	+	696	12
PFLU_1247	NC_012660.1	1378273	1378851	+	579	36
PFLU_1248	NC_012660.1	1378969	1379748	+	780	60
PFLU_1249	NC_012660.1	1379885	1380517	-	633	57
PFLU_1250	NC_012660.1	1380612	1381709	+	1098	51
PFLU_1251	NC_012660.1	1381719	1384781	+	3063	155
PFLU_1252	NC_012660.1	1384922	1385149	+	228	37
PFLU_1253	NC_012660.1	1385223	1385909	-	687	71
PFLU_1254	NC_012660.1	1385953	1386369	-	417	48
PFLU_1255	NC_012660.1	1386406	1388922	-	2517	338
PFLU_1256	NC_012660.1	1389103	1389309	+	207	242
PFLU_1257	NC_012660.1	1389501	1389875	-	375	44
PFLU_1258	NC_012660.1	1389933	1390739	-	807	38
PFLU_1259	NC_012660.1	1390742	1391890	-	1149	145
PFLU_1260	NC_012660.1	1392131	1394719	-	2589	176
PFLU_1261	NC_012660.1	1394931	1395743	+	813	36
PFLU_1262	NC_012660.1	1395866	1396276	-	411	26
PFLU_1263	NC_012660.1	1396276	1397487	-	1212	54
PFLU_1264	NC_012660.1	1397546	1398577	-	1032	160
PFLU_1265	NC_012660.1	1398613	1398972	-	360	111
PFLU_1266	NC_012660.1	1399134	1400825	+	1692	67
PFLU_1267	NC_012660.1	1400847	1402040	-	1194	101
PFLU_1268	NC_012660.1	1402203	1404902	-	2700	232
PFLU_1269	NC_012660.1	1404970	1405749	-	780	157
PFLU_1270	NC_012660.1	1406137	1406871	+	735	1950
PFLU_1271	NC_012660.1	1407078	1407938	+	861	629
PFLU_1272	NC_012660.1	1408153	1408893	+	741	221
PFLU_1273	NC_012660.1	1408893	1409447	+	555	216
PFLU_1274	NC_012660.1	1409468	1410220	+	753	248
PFLU_1275	NC_012660.1	1410224	1411027	+	804	136
PFLU_1276	NC_012660.1	1411027	1412214	+	1188	167
PFLU_1277	NC_012660.1	1412271	1413620	+	1350	1183
PFLU_1278	NC_012660.1	1413698	1416082	+	2385	1598
PFLU_1279	NC_012660.1	1416131	1416631	+	501	406
PFLU_1280	NC_012660.1	1416638	1417690	+	1053	392
PFLU_1281	NC_012660.1	1417805	1418242	+	438	74
PFLU_1282	NC_012660.1	1418242	1419015	+	774	203
PFLU_1283	NC_012660.1	1419021	1420157	+	1137	97
PFLU_1284	NC_012660.1	1420169	1420786	+	618	49
PFLU_1285	NC_012660.1	1420868	1424386	+	3519	379
PFLU_1286	NC_012660.1	1424519	1425463	+	945	581
PFLU_1287	NC_012660.1	1425627	1426946	+	1320	102
PFLU_1289	NC_012660.1	1427223	1428851	+	1629	711
PFLU_1290	NC_012660.1	1428860	1429702	+	843	460
PFLU_1291	NC_012660.1	1429863	1431149	+	1287	546
PFLU_1292	NC_012660.1	1431333	1431608	+	276	177
PFLU_1293	NC_012660.1	1431608	1432312	+	705	90
PFLU_1294	NC_012660.1	1432439	1433332	-	894	55
PFLU_1295	NC_012660.1	1433442	1434551	+	1110	129
PFLU_1296	NC_012660.1	1434563	1435405	+	843	78
PFLU_1297	NC_012660.1	1435463	1435933	+	471	71
PFLU_1298	NC_012660.1	1435933	1436988	+	1056	92
PFLU_1299	NC_012660.1	1436979	1437725	+	747	139
PFLU_1300	NC_012660.1	1437770	1438402	+	633	155
PFLU_1301	NC_012660.1	1438613	1439446	+	834	8122
PFLU_1302	NC_012660.1	1439556	1440557	+	1002	1695
PFLU_1302A	NC_012660.1	1440762	1440968	-	207	2634
PFLU_1304	NC_012660.1	1441358	1441921	+	564	150
PFLU_1305	NC_012660.1	1442282	1442929	-	648	268
PFLU_1306	NC_012660.1	1442932	1445409	-	2478	145
PFLU_1307	NC_012660.1	1445470	1446231	-	762	30
PFLU_1308	NC_012660.1	1446248	1447363	-	1116	57
PFLU_1309	NC_012660.1	1447376	1448083	-	708	66
PFLU_1310	NC_012660.1	1448083	1448808	-	726	39
PFLU_1311	NC_012660.1	1448869	1449645	-	777	324
PFLU_1312	NC_012660.1	1449869	1451500	-	1632	95
PFLU_1313	NC_012660.1	1451500	1452501	-	1002	44
PFLU_1314	NC_012660.1	1452752	1455190	-	2439	131
PFLU_1315	NC_012660.1	1455364	1456005	-	642	77
PFLU_1317A	NC_012660.1	1456475	1456672	-	198	12
PFLU_1318	NC_012660.1	1456672	1457151	-	480	49
PFLU_1319	NC_012660.1	1457174	1457641	-	468	19
PFLU_1320	NC_012660.1	1457649	1458143	-	495	45
PFLU_1321	NC_012660.1	1458334	1459026	+	693	56
PFLU_1322	NC_012660.1	1459174	1459932	+	759	137
PFLU_1323	NC_012660.1	1460040	1460501	-	462	10
PFLU_1324	NC_012660.1	1460601	1462742	+	2142	97
PFLU_1325	NC_012660.1	1462834	1465128	+	2295	76
PFLU_1326	NC_012660.1	1465214	1466356	+	1143	294
PFLU_1327	NC_012660.1	1466503	1467645	+	1143	1279
PFLU_1328	NC_012660.1	1467676	1468320	+	645	220
PFLU_1329	NC_012660.1	1468363	1468620	-	258	120
PFLU_1330	NC_012660.1	1468778	1469239	+	462	639
PFLU_1332	NC_012660.1	1469662	1470834	-	1173	98
PFLU_1333	NC_012660.1	1471051	1472142	+	1092	53
PFLU_1334	NC_012660.1	1472210	1473820	-	1611	118
PFLU_1335	NC_012660.1	1473931	1474599	-	669	61
PFLU_1336	NC_012660.1	1474699	1475295	-	597	12
PFLU_1337	NC_012660.1	1475400	1476305	+	906	33
PFLU_1338	NC_012660.1	1476308	1476790	-	483	10
PFLU_1339	NC_012660.1	1476790	1477563	-	774	10
PFLU_1340	NC_012660.1	1477563	1478438	-	876	31
PFLU_1341	NC_012660.1	1478465	1478758	-	294	29
PFLU_1342	NC_012660.1	1478933	1479631	-	699	571
PFLU_1343	NC_012660.1	1479636	1480400	-	765	207
PFLU_1344	NC_012660.1	1480400	1481650	-	1251	267
PFLU_1345	NC_012660.1	1481650	1482570	-	921	326
PFLU_1346	NC_012660.1	1482803	1483927	-	1125	2274
PFLU_1347	NC_012660.1	1484269	1484568	+	300	49
PFLU_1348	NC_012660.1	1484884	1487058	-	2175	56
PFLU_1349	NC_012660.1	1487266	1489542	-	2277	412
PFLU_1350	NC_012660.1	1489669	1490031	-	363	9
PFLU_1351	NC_012660.1	1490284	1491627	+	1344	53
PFLU_1352	NC_012660.1	1491753	1494596	-	2844	413
PFLU_1353	NC_012660.1	1494795	1495154	+	360	62
PFLU_1354	NC_012660.1	1495157	1496335	-	1179	23
PFLU_1355	NC_012660.1	1496335	1496802	-	468	10
PFLU_1356	NC_012660.1	1496896	1497759	-	864	51
PFLU_1357	NC_012660.1	1497857	1498048	+	192	29
PFLU_1358	NC_012660.1	1498195	1498308	+	114	66
PFLU_1359	NC_012660.1	1498479	1499951	-	1473	280
PFLU_1359A	NC_012660.1	1500221	1500475	+	255	127
PFLU_1361	NC_012660.1	1501030	1501869	+	840	63
PFLU_1362	NC_012660.1	1502018	1503355	+	1338	53
PFLU_1363	NC_012660.1	1503623	1504477	+	855	53
PFLU_1364	NC_012660.1	1504477	1505256	+	780	22
PFLU_1365	NC_012660.1	1505259	1506455	+	1197	39
PFLU_1366	NC_012660.1	1506476	1507177	+	702	39
PFLU_1367	NC_012660.1	1507182	1507745	+	564	18
PFLU_1368	NC_012660.1	1507925	1509217	+	1293	117
PFLU_1369	NC_012660.1	1509231	1510592	+	1362	111
PFLU_1370	NC_012660.1	1510606	1511394	+	789	51
PFLU_1371	NC_012660.1	1511453	1511848	+	396	19
PFLU_1372	NC_012660.1	1511895	1512845	-	951	30
PFLU_1373	NC_012660.1	1512939	1514426	-	1488	29
PFLU_1374	NC_012660.1	1514699	1516234	-	1536	36
PFLU_1375	NC_012660.1	1516329	1517576	-	1248	13
PFLU_1376	NC_012660.1	1517734	1519341	-	1608	88
PFLU_1377	NC_012660.1	1519356	1521050	-	1695	170
PFLU_1378	NC_012660.1	1521205	1522659	-	1455	341
PFLU_1379	NC_012660.1	1522659	1525817	-	3159	798
PFLU_1380	NC_012660.1	1525824	1526966	-	1143	485
PFLU_1381	NC_012660.1	1527253	1527882	+	630	276
PFLU_1382	NC_012660.1	1528297	1529664	+	1368	59
PFLU_1383	NC_012660.1	1529721	1530215	+	495	33
PFLU_1384	NC_012660.1	1530722	1532194	+	1473	61
PFLU_1385	NC_012660.1	1532194	1532784	+	591	88
PFLU_1386	NC_012660.1	1532933	1533637	+	705	22
PFLU_1387	NC_012660.1	1533736	1534788	-	1053	44
PFLU_1388	NC_012660.1	1534822	1535985	-	1164	32
PFLU_1389	NC_012660.1	1536002	1536325	-	324	29
PFLU_1390	NC_012660.1	1536480	1537061	+	582	21
PFLU_1391	NC_012660.1	1537180	1537971	-	792	8
PFLU_1392	NC_012660.1	1537971	1538723	-	753	9
PFLU_1394	NC_012660.1	1538910	1539980	+	1071	15
PFLU_1395	NC_012660.1	1539980	1540288	+	309	7
PFLU_1396	NC_012660.1	1540471	1541859	+	1389	143
PFLU_1397	NC_012660.1	1541985	1542572	+	588	35
PFLU_1398	NC_012660.1	1542577	1543731	+	1155	48
PFLU_1399	NC_012660.1	1543918	1546206	-	2289	215
PFLU_1400	NC_012660.1	1546431	1547057	+	627	92
PFLU_1401	NC_012660.1	1547073	1547804	+	732	78
PFLU_1402	NC_012660.1	1547836	1548450	+	615	89
PFLU_1403	NC_012660.1	1548669	1549874	+	1206	66
PFLU_1404	NC_012660.1	1549922	1550818	-	897	18
PFLU_1405	NC_012660.1	1550982	1553543	-	2562	16
PFLU_1406	NC_012660.1	1553675	1554640	-	966	22
PFLU_1407	NC_012660.1	1554640	1555176	-	537	16
PFLU_1408	NC_012660.1	1555328	1556197	-	870	34
PFLU_1409	NC_012660.1	1556228	1557007	-	780	20
PFLU_1410	NC_012660.1	1557168	1557692	+	525	77
PFLU_1411	NC_012660.1	1557816	1558829	-	1014	72
PFLU_1412	NC_012660.1	1558955	1560100	+	1146	88
PFLU_1413	NC_012660.1	1560073	1561257	-	1185	26
PFLU_1414	NC_012660.1	1561352	1562023	+	672	49
PFLU_1415	NC_012660.1	1562026	1562931	+	906	15
PFLU_1416	NC_012660.1	1563024	1564214	+	1191	41
PFLU_1417	NC_012660.1	1564214	1565152	+	939	7
PFLU_1418	NC_012660.1	1565215	1566543	+	1329	27
PFLU_1419	NC_012660.1	1566550	1567035	-	486	7
PFLU_1420	NC_012660.1	1567123	1568019	+	897	35
PFLU_1421	NC_012660.1	1568231	1568638	+	408	16
PFLU_1422	NC_012660.1	1568696	1569334	+	639	41
PFLU_1423	NC_012660.1	1569415	1569981	+	567	680
PFLU_1424	NC_012660.1	1570042	1570464	-	423	51
PFLU_1425	NC_012660.1	1570582	1571079	-	498	41
PFLU_1426	NC_012660.1	1571171	1571491	-	321	15
PFLU_1427	NC_012660.1	1571574	1571981	-	408	36
PFLU_1428	NC_012660.1	1572007	1572186	-	180	27
PFLU_1429	NC_012660.1	1572358	1573248	-	891	48
PFLU_1430	NC_012660.1	1573344	1574504	+	1161	7
PFLU_1431	NC_012660.1	1574504	1575694	+	1191	19
PFLU_1432	NC_012660.1	1575751	1576053	-	303	11
PFLU_1433	NC_012660.1	1576080	1576601	-	522	186
PFLU_1434	NC_012660.1	1577027	1577908	-	882	40
PFLU_1435	NC_012660.1	1578072	1578200	-	129	47
PFLU_1436	NC_012660.1	1578218	1578907	-	690	35
PFLU_1437	NC_012660.1	1578910	1579119	-	210	8
PFLU_1438	NC_012660.1	1579207	1580826	-	1620	32
PFLU_1439	NC_012660.1	1581089	1581445	+	357	121
PFLU_1440	NC_012660.1	1581507	1582616	-	1110	184
PFLU_1441	NC_012660.1	1582753	1583442	+	690	60
PFLU_1442	NC_012660.1	1583598	1585556	+	1959	70
PFLU_1443	NC_012660.1	1585872	1587890	+	2019	108
PFLU_1444	NC_012660.1	1588135	1590384	+	2250	76
PFLU_1445	NC_012660.1	1590917	1594075	-	3159	132
PFLU_1446	NC_012660.1	1594247	1595272	-	1026	28
PFLU_1447	NC_012660.1	1595268	1596779	-	1512	32
PFLU_1448	NC_012660.1	1596784	1597317	-	534	8
PFLU_1449	NC_012660.1	1597372	1598352	-	981	29
PFLU_1450	NC_012660.1	1598389	1599678	-	1290	46
PFLU_1451	NC_012660.1	1599914	1600582	+	669	36
PFLU_1452	NC_012660.1	1600578	1601960	+	1383	38
PFLU_1453	NC_012660.1	1601967	1602785	-	819	70
PFLU_1454	NC_012660.1	1602825	1603763	-	939	144
PFLU_1455	NC_012660.1	1603904	1604155	+	252	110
PFLU_1456	NC_012660.1	1604142	1604585	+	444	53
PFLU_1458	NC_012660.1	1604792	1606231	+	1440	74
PFLU_1459	NC_012660.1	1606425	1606844	+	420	118
PFLU_1460	NC_012660.1	1607561	1608325	+	765	67
PFLU_1461	NC_012660.1	1608325	1608501	+	177	7
PFLU_1462	NC_012660.1	1608501	1608788	+	288	28
PFLU_1463	NC_012660.1	1608879	1609412	+	534	50
PFLU_1464	NC_012660.1	1609454	1610494	+	1041	28
PFLU_1465	NC_012660.1	1611031	1612632	-	1602	417
PFLU_1467	NC_012660.1	1613097	1613675	+	579	2402
PFLU_1468	NC_012660.1	1613711	1614295	+	585	2310
PFLU_1469	NC_012660.1	1614314	1615273	+	960	567
PFLU_1471	NC_012660.1	1615511	1616944	+	1434	863
PFLU_1472	NC_012660.1	1617016	1618446	-	1431	263
PFLU_1473	NC_012660.1	1618542	1618778	+	237	24
PFLU_1474	NC_012660.1	1618813	1619880	+	1068	65
PFLU_1475	NC_012660.1	1620050	1620520	-	471	128
PFLU_1476	NC_012660.1	1620535	1621092	-	558	108
PFLU_1477	NC_012660.1	1621366	1622241	+	876	601
PFLU_1478	NC_012660.1	1622262	1623374	+	1113	510
PFLU_1479	NC_012660.1	1623382	1624137	+	756	628
PFLU_1480	NC_012660.1	1624168	1624878	+	711	383
PFLU_1481	NC_012660.1	1625397	1625645	+	249	29
PFLU_1482	NC_012660.1	1626069	1627355	+	1287	437
PFLU_1483	NC_012660.1	1628190	1629413	-	1224	28
PFLU_1484	NC_012660.1	1629697	1629948	+	252	23
PFLU_1485	NC_012660.1	1630142	1631764	+	1623	24
PFLU_1486	NC_012660.1	1631918	1632253	-	336	3
PFLU_1487	NC_012660.1	1632527	1633426	+	900	40
PFLU_1488	NC_012660.1	1633424	1634179	-	756	44
PFLU_1489	NC_012660.1	1634182	1635483	-	1302	146
PFLU_1490	NC_012660.1	1635731	1636450	+	720	21
PFLU_1491	NC_012660.1	1636450	1637235	+	786	32
PFLU_1492	NC_012660.1	1637306	1638235	+	930	55
PFLU_1493	NC_012660.1	1638302	1639177	+	876	27
PFLU_1496	NC_012660.1	1640587	1641954	+	1368	16
PFLU_1498	NC_012660.1	1642218	1643138	+	921	115
PFLU_1499	NC_012660.1	1643191	1643550	+	360	66
PFLU_1500	NC_012660.1	1643682	1644614	-	933	94
PFLU_1501	NC_012660.1	1644755	1645960	-	1206	19
PFLU_1502	NC_012660.1	1646146	1647585	-	1440	16
PFLU_1503	NC_012660.1	1647585	1649207	-	1623	10
PFLU_1504	NC_012660.1	1649320	1650189	+	870	29
PFLU_1505	NC_012660.1	1651058	1651669	-	612	41
PFLU_1506	NC_012660.1	1651706	1652569	-	864	13
PFLU_1507	NC_012660.1	1652674	1653576	+	903	36
PFLU_1508	NC_012660.1	1653680	1653853	+	174	136
PFLU_1509	NC_012660.1	1653904	1654779	-	876	233
PFLU_1510	NC_012660.1	1654960	1656150	+	1191	14
PFLU_1511	NC_012660.1	1656202	1657734	+	1533	79
PFLU_1512	NC_012660.1	1658257	1659162	-	906	85
PFLU_1513	NC_012660.1	1659147	1659935	-	789	84
PFLU_1514	NC_012660.1	1660258	1661625	+	1368	25
PFLU_1515	NC_012660.1	1661730	1662326	+	597	23
PFLU_1516	NC_012660.1	1662452	1663582	+	1131	268
PFLU_1517	NC_012660.1	1663582	1663872	+	291	42
PFLU_1518	NC_012660.1	1663983	1664912	+	930	47
PFLU_1519	NC_012660.1	1665044	1665625	-	582	110
PFLU_1520	NC_012660.1	1665779	1666225	+	447	50
PFLU_1521	NC_012660.1	1666242	1667459	+	1218	105
PFLU_1522	NC_012660.1	1667533	1667880	-	348	224
PFLU_1523	NC_012660.1	1667952	1668416	-	465	31
PFLU_1524	NC_012660.1	1668587	1668961	-	375	204
PFLU_1525	NC_012660.1	1669048	1669974	+	927	48
PFLU_1526	NC_012660.1	1670658	1671341	-	684	16
PFLU_1527	NC_012660.1	1671375	1671695	+	321	24
PFLU_1528	NC_012660.1	1671698	1672168	-	471	106
PFLU_1529	NC_012660.1	1672242	1674281	-	2040	140
PFLU_1530	NC_012660.1	1674381	1674839	+	459	49
PFLU_1531	NC_012660.1	1674873	1675646	+	774	47
PFLU_1532	NC_012660.1	1675661	1676200	+	540	97
PFLU_1533	NC_012660.1	1676331	1677251	-	921	127
PFLU_1534	NC_012660.1	1677428	1678165	+	738	70
PFLU_1535	NC_012660.1	1678165	1678866	+	702	20
PFLU_1536	NC_012660.1	1678866	1679771	+	906	40
PFLU_1537	NC_012660.1	1679911	1681086	-	1176	387
PFLU_1538	NC_012660.1	1681089	1681931	-	843	171
PFLU_1539	NC_012660.1	1682034	1683107	-	1074	120
PFLU_1540	NC_012660.1	1683234	1684205	+	972	148
PFLU_1541	NC_012660.1	1684383	1685318	+	936	607
PFLU_1542	NC_012660.1	1685457	1688195	-	2739	581
PFLU_1543	NC_012660.1	1688386	1689459	+	1074	75
PFLU_1544	NC_012660.1	1689605	1689853	+	249	23
PFLU_1545	NC_012660.1	1689856	1691247	-	1392	87
PFLU_1546	NC_012660.1	1691388	1692527	+	1140	55
PFLU_1547	NC_012660.1	1692585	1692770	-	186	318
PFLU_1548	NC_012660.1	1692998	1694785	+	1788	38
PFLU_1549	NC_012660.1	1695026	1696951	-	1926	129
PFLU_1550	NC_012660.1	1697165	1699081	+	1917	173
PFLU_1551	NC_012660.1	1699271	1699708	-	438	371
PFLU_1552	NC_012660.1	1699814	1700248	+	435	16
PFLU_1553	NC_012660.1	1700733	1702877	+	2145	621
PFLU_1554	NC_012660.1	1702910	1704082	+	1173	387
PFLU_1555	NC_012660.1	1704183	1704416	+	234	73
PFLU_1556	NC_012660.1	1704534	1707152	+	2619	721
PFLU_1557	NC_012660.1	1707354	1707872	+	519	77
PFLU_1558	NC_012660.1	1707892	1708359	-	468	415
PFLU_1559	NC_012660.1	1708548	1709018	-	471	59
PFLU_1560	NC_012660.1	1709032	1709637	-	606	364
PFLU_1561	NC_012660.1	1709901	1710605	+	705	109
PFLU_1562	NC_012660.1	1710745	1711752	+	1008	54
PFLU_1563	NC_012660.1	1711871	1714561	-	2691	176
PFLU_1564	NC_012660.1	1714574	1715137	-	564	62
PFLU_1565	NC_012660.1	1715152	1718598	-	3447	408
PFLU_1566	NC_012660.1	1718939	1720399	+	1461	718
PFLU_1568	NC_012660.1	1721013	1721543	-	531	31
PFLU_1569	NC_012660.1	1721804	1723195	+	1392	317
PFLU_1570	NC_012660.1	1723244	1723963	-	720	64
PFLU_1571	NC_012660.1	1724013	1724594	-	582	97
PFLU_1572	NC_012660.1	1724689	1725936	+	1248	136
PFLU_1573	NC_012660.1	1725947	1726627	+	681	28
PFLU_1574	NC_012660.1	1726692	1727933	+	1242	125
PFLU_1575	NC_012660.1	1728046	1729389	-	1344	17
PFLU_1576	NC_012660.1	1729389	1730066	-	678	5
PFLU_1577	NC_012660.1	1730185	1730730	+	546	22
PFLU_1578	NC_012660.1	1730803	1731630	+	828	89
PFLU_1579	NC_012660.1	1731699	1731962	-	264	244
PFLU_1580	NC_012660.1	1732076	1732681	-	606	21
PFLU_1581	NC_012660.1	1732877	1733563	+	687	676
PFLU_1582	NC_012660.1	1733809	1734102	-	294	216
PFLU_1583	NC_012660.1	1734379	1735557	+	1179	584
PFLU_1584	NC_012660.1	1735560	1736039	+	480	213
PFLU_1585	NC_012660.1	1736246	1737169	-	924	788
PFLU_1586	NC_012660.1	1737426	1738433	-	1008	67
PFLU_1587	NC_012660.1	1738537	1739685	+	1149	33
PFLU_1588	NC_012660.1	1739765	1740658	-	894	36
PFLU_1589	NC_012660.1	1740707	1741582	-	876	14
PFLU_1590	NC_012660.1	1741734	1743488	+	1755	8
PFLU_1591	NC_012660.1	1743491	1744540	+	1050	13
PFLU_1591A	NC_012660.1	1744683	1745666	-	984	148
PFLU_1591B	NC_012660.1	1745666	1746196	-	531	33
PFLU_1592	NC_012660.1	1746415	1747092	-	678	176
PFLU_1593	NC_012660.1	1747120	1747635	-	516	19
PFLU_1594	NC_012660.1	1748495	1748782	-	288	19
PFLU_1595	NC_012660.1	1748992	1750371	-	1380	693
PFLU_1596	NC_012660.1	1750604	1750849	-	246	38
PFLU_1597	NC_012660.1	1751261	1752313	-	1053	158
PFLU_1600	NC_012660.1	1753723	1753944	-	222	4
PFLU_1601	NC_012660.1	1754395	1755048	-	654	208
PFLU_1602	NC_012660.1	1755245	1756429	-	1185	20
PFLU_1603	NC_012660.1	1756586	1759405	+	2820	17
PFLU_1604	NC_012660.1	1759405	1760601	+	1197	35
PFLU_1605	NC_012660.1	1760673	1763639	+	2967	50
PFLU_1606	NC_012660.1	1763642	1764286	+	645	9
PFLU_1607	NC_012660.1	1764293	1764784	-	492	7
PFLU_1608	NC_012660.1	1764784	1765248	-	465	10
PFLU_1609	NC_012660.1	1765262	1766164	-	903	1
PFLU_1610	NC_012660.1	1766170	1768743	-	2574	12
PFLU_1611	NC_012660.1	1768787	1769482	-	696	4
PFLU_1612	NC_012660.1	1769552	1770121	-	570	46
PFLU_1613	NC_012660.1	1770503	1772146	+	1644	332
PFLU_1614	NC_012660.1	1772237	1772899	-	663	6
PFLU_1615	NC_012660.1	1773000	1773893	+	894	14
PFLU_1616	NC_012660.1	1774043	1774399	+	357	235
PFLU_1617	NC_012660.1	1774413	1774784	-	372	214
PFLU_1618	NC_012660.1	1774987	1775226	-	240	90
PFLU_1619	NC_012660.1	1775521	1776891	-	1371	236
PFLU_1620	NC_012660.1	1777045	1777866	-	822	54
PFLU_1621	NC_012660.1	1778177	1779367	+	1191	1082
PFLU_1622	NC_012660.1	1779440	1780696	-	1257	72
PFLU_1623	NC_012660.1	1780957	1781859	-	903	41
PFLU_1624	NC_012660.1	1781962	1783128	+	1167	10
PFLU_1625	NC_012660.1	1783256	1784167	-	912	19
PFLU_1626	NC_012660.1	1784290	1785471	+	1182	17
PFLU_1627	NC_012660.1	1785606	1786436	-	831	11
PFLU_1628	NC_012660.1	1786595	1788094	+	1500	15
PFLU_1629	NC_012660.1	1788216	1789145	-	930	54
PFLU_1630	NC_012660.1	1789241	1790002	-	762	106
PFLU_1631	NC_012660.1	1790185	1791069	+	885	31
PFLU_1632	NC_012660.1	1791076	1792020	+	945	10
PFLU_1633	NC_012660.1	1792020	1792874	+	855	14
PFLU_1634	NC_012660.1	1792874	1793827	+	954	24
PFLU_1635	NC_012660.1	1793827	1794795	+	969	15
PFLU_1636	NC_012660.1	1794831	1796342	+	1512	147
PFLU_1637	NC_012660.1	1796417	1797154	-	738	109
PFLU_1638	NC_012660.1	1797336	1798004	-	669	60
PFLU_1639	NC_012660.1	1798012	1798707	-	696	117
PFLU_1640	NC_012660.1	1798775	1800103	-	1329	106
PFLU_1641	NC_012660.1	1800212	1801285	+	1074	76
PFLU_1643	NC_012660.1	1801713	1804364	+	2652	877
PFLU_1644	NC_012660.1	1804610	1805692	+	1083	185
PFLU_1645	NC_012660.1	1805695	1806786	+	1092	285
PFLU_1646	NC_012660.1	1806799	1807908	+	1110	124
PFLU_1647	NC_012660.1	1807904	1810147	+	2244	314
PFLU_1648	NC_012660.1	1810147	1810833	+	687	1577
PFLU_1649	NC_012660.1	1810957	1812645	+	1689	7981
PFLU_1650	NC_012660.1	1812811	1813092	+	282	108
PFLU_1651	NC_012660.1	1813228	1813521	+	294	410
PFLU_1652	NC_012660.1	1813550	1813786	+	237	117
PFLU_1653	NC_012660.1	1814776	1815951	+	1176	96
PFLU_1654	NC_012660.1	1815954	1816757	+	804	146
PFLU_1655	NC_012660.1	1816763	1817983	+	1221	168
PFLU_1656	NC_012660.1	1818037	1819302	+	1266	128
PFLU_1657	NC_012660.1	1819360	1820391	+	1032	394
PFLU_1658	NC_012660.1	1820398	1821522	+	1125	349
PFLU_1659	NC_012660.1	1821538	1822665	+	1128	273
PFLU_1660	NC_012660.1	1822674	1823888	+	1215	183
PFLU_1662	NC_012660.1	1825085	1826113	+	1029	384
PFLU_1663	NC_012660.1	1826168	1827247	+	1080	367
PFLU_1664	NC_012660.1	1827247	1828005	+	759	338
PFLU_1665	NC_012660.1	1828005	1828667	+	663	181
PFLU_1666	NC_012660.1	1828674	1829687	+	1014	242
PFLU_1667	NC_012660.1	1829739	1830914	+	1176	291
PFLU_1668	NC_012660.1	1831310	1833301	+	1992	412
PFLU_1669	NC_012660.1	1833397	1833744	+	348	175
PFLU_1670	NC_012660.1	1833772	1834347	-	576	23
PFLU_1671	NC_012660.1	1834456	1835121	+	666	9
PFLU_1672	NC_012660.1	1835140	1835985	+	846	35
PFLU_1673	NC_012660.1	1836066	1836230	-	165	54
PFLU_1674	NC_012660.1	1836345	1837706	-	1362	13
PFLU_1676	NC_012660.1	1838208	1839899	+	1692	8
PFLU_1677	NC_012660.1	1839924	1841972	+	2049	10
PFLU_1678	NC_012660.1	1842108	1842656	+	549	42
PFLU_1679	NC_012660.1	1842783	1845431	+	2649	42
PFLU_1680	NC_012660.1	1845463	1846158	+	696	30
PFLU_1681	NC_012660.1	1846212	1847246	-	1035	62
PFLU_1682	NC_012660.1	1847484	1847759	+	276	276
PFLU_1683	NC_012660.1	1847804	1848562	+	759	170
